ID_RESIDENCIA;AREA;QUARTOS;BANHEIROS;ANDARES;FLAG_CENTRO;FLAG_QUARTO_HOSPEDE;FLAG_PORAO;FLAG_AGUA_MORNA;FLAG_AR_CONDICIONADO;VAGAS_ESTACIONAMENTO;FLAG_AREA_PREFERENCIAL;MOBILIADA;PRECO;PRECO_ESTIMADO
A456;5495;3.0;1.0;1;SIM;NAO;SIM;NAO;NAO;0.0;NAO;NAO;3129000;3610132.460873263
A457;2398;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;SIM;PARCIALMENTE;3118850;3508753.648998202
A458;3000;3.0;1.0;1;NAO;NAO;NAO;NAO;SIM;0.0;NAO;NAO;3115000;3115658.4595719455
A459;3850;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3115000;3345599.4120420865
A460;3500;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;3115000;2613086.1604594253
A461;8100;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;1.0;NAO;NAO;3087000;3965906.305322816
A462;4960;2.0;;1;SIM;NAO;SIM;NAO;SIM;;NAO;;3080000;4489318.519440213
A463;2160;3.0;1.0;2;NAO;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;3080000;3238783.467857603
A464;3090;2.0;1.0;1;SIM;SIM;SIM;NAO;NAO;0.0;NAO;NAO;3080000;3250376.159638187
A465;4500;2.0;1.0;2;SIM;NAO;NAO;SIM;NAO;1.0;NAO;PARCIALMENTE;3080000;4921012.613835467
A466;3800;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;3045000;2680578.4606411047
A467;3090;3.0;1.0;2;NAO;NAO;NAO;;NAO;0.0;NAO;PARCIALMENTE;3010000;3059883.6060463088
A468;3240;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE;3010000;3503337.8546405574
A469;2835;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;3010000;2758451.014691255
A470;4600;2.0;;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;3010000;3283003.375485256
A471;5076;3.0;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3010000;2718034.12407494
A472;3750;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;3010000;3323101.978648193
A473;3630;4.0;1.0;2;SIM;;NAO;NAO;NAO;3.0;NAO;PARCIALMENTE;3010000;4704988.982940821
A474;8050;2.0;;1;SIM;;NAO;NAO;NAO;0.0;NAO;NAO;3003000;3636719.3798815655
A475;4352;4.0;1.0;2;NAO;;NAO;NAO;NAO;1.0;NAO;;2975000;3821835.936052712
A476;3000;2.0;1.0;2;;;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;2961000;3289247.5026640464
A477;5850;3.0;1.0;2;SIM;;SIM;NAO;NAO;1.0;NAO;NAO;2940000;4501612.281038756
A478;4960;2.0;1.0;1;SIM;;NAO;NAO;NAO;0.0;NAO;NAO;2940000;2941548.688010266
A479;3600;3.0;1.0;2;NAO;;NAO;;NAO;1.0;NAO;NAO;2940000;3197585.938798249
A480;3660;4.0;1.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2940000;3053242.701921447
A481;3480;3.0;1.0;2;NAO;NAO;NAO;NAO;NAO;1.0;NAO;PARCIALMENTE;2940000;3465561.8050267966
A482;2700;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;SIM;2940000;2445844.042497876
A483;3150;3.0;1.0;2;NAO;NAO;NAO;NAO;;0.0;NAO;NAO;2940000;2778409.279781425
A484;6615;3.0;;2;SIM;NAO;NAO;;NAO;0.0;NAO;PARCIALMENTE;2940000;4262626.231684452
A485;3040;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2870000;2099889.8683441076
A486;3630;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;2870000;2642332.8238714864
A487;6000;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;2870000;3470494.7816079743
A488;5400;4.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2870000;3854406.1414785977
A489;5200;4.0;;3;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2852500;4303086.997563679
A490;3300;3.0;1.0;2;NAO;NAO;NAO;NAO;NAO;1.0;NAO;PARCIALMENTE;2835000;3425066.4249177882
A491;4350;3.0;;2;NAO;NAO;NAO;SIM;NAO;1.0;NAO;NAO;2835000;4342682.090771167
A492;2640;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;1.0;NAO;SIM;2835000;2750283.7912058444
A493;2650;3.0;;2;SIM;NAO;SIM;NAO;NAO;1.0;NAO;NAO;2800000;3781694.4124341737
A494;3960;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;2800000;3299116.3135955064
A495;6800;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2730000;3355501.462457901
A496;4000;3.0;;2;SIM;NAO;NAO;;NAO;1.0;NAO;NAO;2730000;3697283.7708772304
A497;4000;2.0;1.0;1;SIM;NAO;NAO;;NAO;0.0;NAO;NAO;2695000;2725573.3274288913
A498;3934;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2660000;2710725.021388922
A499;2000;2.0;1.0;2;SIM;NAO;NAO;;NAO;0.0;NAO;PARCIALMENTE;2660000;3064273.1687251143
A500;3630;;3.0;2;NAO;SIM;NAO;;NAO;;NAO;NAO;2660000;4878605.406195866
A501;2800;;;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2660000;2615700.6385333403
A502;2430;;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2660000;2122752.0364725264
A503;3480;2.0;;1;SIM;NAO;NAO;NAO;NAO;1.0;NAO;PARCIALMENTE;2660000;3221497.6688261707
A504;4000;;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;2660000;3180642.6255612783
A505;3185;;1.0;1;SIM;;NAO;NAO;SIM;0.0;NAO;NAO;2653000;3566986.8098540567
A506;4000;3.0;;2;SIM;;NAO;NAO;SIM;0.0;NAO;NAO;2653000;4244016.614887154
A507;2910;2.0;1.0;1;NAO;;NAO;;NAO;0.0;NAO;NAO;2604000;2070643.2049320466
A508;3600;2.0;1.0;1;SIM;;NAO;NAO;NAO;0.0;NAO;NAO;2590000;2635583.5938533186
A509;4400;2.0;;1;SIM;;NAO;NAO;NAO;;NAO;NAO;2590000;2815563.061004464
A510;3600;2.0;2.0;2;SIM;;SIM;;NAO;;NAO;SIM;2590000;4765233.237995958
A511;2880;3.0;1.0;1;NAO;;NAO;NAO;NAO;0.0;NAO;NAO;2520000;2223990.486745046
A512;3180;;1.0;1;NAO;;NAO;NAO;NAO;0.0;NAO;NAO;2520000;2291482.7869267254
A513;3000;2.0;1.0;2;SIM;;NAO;NAO;NAO;0.0;NAO;SIM;2520000;3416720.164055832
A514;4400;;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2485000;3469335.295708499
A515;3000;3.0;1.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;2485000;3039635.9159918046
A516;3210;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;NAO;2450000;3589741.830695671
A517;3240;2.0;1.0;1;NAO;SIM;;NAO;NAO;1.0;NAO;NAO;2450000;2804226.4275954207
A518;3000;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;1.0;NAO;NAO;2450000;2818537.202234264
A519;3500;2.0;1.0;1;SIM;SIM;NAO;NAO;NAO;0.0;NAO;NAO;2450000;2954489.6441786475
A520;4840;2.0;1.0;2;SIM;NAO;;NAO;NAO;0.0;NAO;NAO;2450000;3408227.4908104613
A521;7700;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2450000;3557978.363002939
A522;3635;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2408000;2233749.597037772
A523;2475;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;2380000;3458705.1505690604
A524;2787;4.0;2.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;2380000;4514396.13579144
A525;3264;2.0;1.0;1;SIM;NAO;NAO;;NAO;0.0;NAO;NAO;2380000;2559992.2176498375
A526;3640;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2345000;2644582.567210876
A527;3180;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;2310000;2541094.373598967
A528;1836;2.0;1.0;1;NAO;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;2275000;2512119.5489573544
A529;3970;1.0;1.0;1;NAO;NAO;NAO;NAO;NAO;;NAO;NAO;2275000;2149019.487076147
A530;3970;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;NAO;2275000;3760722.324489259
A531;1950;3.0;1.0;1;NAO;NAO;NAO;SIM;;0.0;NAO;;2240000;3286102.5440017777
A532;5300;3.0;1.0;1;NAO;NAO;NAO;NAO;;0.0;SIM;NAO;2233000;3456948.281284353
A533;3000;;1.0;1;NAO;NAO;;NAO;;0.0;NAO;NAO;2135000;2250987.4068177175
A534;2400;3.0;1.0;2;SIM;NAO;;NAO;;0.0;NAO;NAO;2100000;3019386.6278306353
A535;3000;4.0;1.0;2;SIM;NAO;NAO;NAO;;0.0;NAO;NAO;2100000;3314467.7400251618
A536;3360;;1.0;1;SIM;NAO;NAO;NAO;;1.0;NAO;NAO;2100000;3059624.4742834466
A537;3420;5.0;1.0;2;NAO;NAO;NAO;NAO;;0.0;NAO;NAO;1960000;3159345.373607271
A538;1700;3.0;1.0;2;SIM;NAO;NAO;NAO;;;NAO;NAO;1890000;2861904.5940733827
A539;3649;2.0;1.0;1;SIM;NAO;NAO;;NAO;0.0;NAO;NAO;1890000;2646607.3362163263
A540;2990;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;1.0;NAO;NAO;1855000;2406579.3603914655
A541;3000;;1.0;1;SIM;NAO;SIM;NAO;NAO;2.0;NAO;NAO;1820000;3684697.9151842366
A542;2400;3.0;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;1767150;2410975.592755578
A543;3620;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;1750000;2640083.0805320973
A544;2910;;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;SIM;1750000;2653185.164456219
A545;3850;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;1750000;3345599.4120420865
